,Aroma,Appearance,Flavor,Mouthfeel,Overall,맥주,Cluster
0,0.4073360167809965,0.46250794032310694,0.41937713748525945,0.43781549263590847,0.4296965247308163,Kloud Original Gravity,2
1,0.2831955164286929,0.24167081566432613,0.21970450962247795,0.22459366180673235,0.2676601257401454,Kloud Fitz Super Clear,1
2,0.32995250198780546,0.37959984639173516,0.3779797805238148,0.4048029142641122,0.38729800113821145,Asahi Super Dry,1
3,0.3036175523063005,0.3053797938033975,0.34995567135284983,0.36843361212699954,0.34917623082271054,Tsingtao,1
4,0.2923053421668622,0.36825498529267153,0.36222303772073633,0.3870527337668448,0.37166838264723656,Heineken,1
5,0.3544446618226429,0.39159591523752657,0.3947727405699036,0.4212681900644125,0.4014842604918053,Kirin Ichiban,1
6,0.3569985577966782,0.3969580344763909,0.4165543915976421,0.4343207348232937,0.4213136660404858,Sapporo Premium Beer / Draft Beer,1
7,0.4122626524805354,0.48244329438872924,0.48672030398224936,0.5077845019323267,0.5002811497984243,Stella Artois,2
8,0.6773492775132864,0.9999999999999999,0.7233522967067352,0.7471988756498323,0.7632735590527179,Guinness Draught,0
9,0.5855264540844437,0.5665203377403053,0.5454422201215807,0.5310581179827797,0.5527309040892759,Kronenbourg 1664 Blanc,2
10,0.6643285473394328,0.6792801431488226,0.7392626422010831,0.7379141726190152,0.7547795094247713,Pilsner Urquell,0
11,0.27724110289435266,0.34593617158045065,0.29643578363974016,0.31285758247555395,0.30984402030942204,San Miguel,1
12,0.38749144160448645,0.41731485675723146,0.3876144267049961,0.43781549263590847,0.37291453875972624,OB Premier Pilsner,1
13,0.25087720828409077,0.2746200992854039,0.25107950656223094,0.28213075277202104,0.24872818066149172,Cass Fresh,1
14,0.3204376665343839,0.34682413608504215,0.31120497598289826,0.36942943634815084,0.33928348755662774,Hite D (Dry Finish),1
15,0.27463157860957754,0.3004768566912993,0.3007586483555654,0.27898534393523167,0.3020716293413088,Hite Prime Max,1
16,0.348620915263015,0.43987241658194676,0.3481740146131734,0.45233762814103073,0.34697523996080404,Hite Extra Cold,1
17,0.2890436494007803,0.3415616043524782,0.32914174074420793,0.3421530392835306,0.3260519447293514,Victoria Bitter,1
18,0.3123739066909801,0.36675782398275314,0.334320933146029,0.3509981638795565,0.3310959642225759,Bintang Pilsener,1
19,0.7049736211219624,0.7184941832724313,0.6922931324464139,0.6618461925130589,0.6900777876633498,Krombacher Weizen,0
20,0.14793041776459387,0.23627320293991338,0.20320334069922968,0.2408769044674287,0.19565182764261352,Miller Genuine Draft (MGD),1
21,0.3611712682124836,0.3325057084485038,0.351914929236475,0.40199422505660687,0.2970067180017891,Tiger Radler Lemon,1
22,0.5090465858196455,0.5101602735685175,0.5638534131444901,0.5387663376321221,0.5487196250803275,Suntory The Premium Malt's,2
23,0.6463064799591811,0.7700132195649562,0.5066127516000669,0.4736367602152102,0.5503236217572046,Reeper B. Blondes Weissbier,2
24,0.45845269339665107,0.44265465830605755,0.45871868894880014,0.4272798257008198,0.46358649053278667,Reeper B. Exotisches IPA,2
25,0.33731750352798207,0.3713752703615748,0.37741882540073385,0.387398670014655,0.38268815011075064,Tiger Beer,1
26,0.6366511077095575,0.5638985698834275,0.585017106014363,0.4577161968466317,0.5881321148550279,Tsingtao Wheat Beer,2
27,0.656381472718521,0.7038569309078001,0.6871934366551176,0.6840207847523087,0.7020628492091477,Erdinger Weissbier,0
28,0.3563605464543357,0.40295621920832814,0.4132590206422387,0.42832757158386725,0.41976943288350566,Carlsberg Pilsner,1
29,0.12220582457856005,0.1885891896346703,0.1664852308862645,0.19607159627356074,0.1592538145912173,Budweiser,1
30,0.7907807380692846,0.7357102326454051,0.8031830494847347,0.7702024959137942,0.8204465243287283,Hoegaarden,0
31,0.45530829215373203,0.4565535794237301,0.49839370741007055,0.4858408513778746,0.49414759573488687,Sapporo Yebisu,2
32,0.8169827248218451,0.8089935574529822,0.8322310674581186,0.813965776064644,0.8416596984665609,Paulaner Hefe-Weissbier,0
33,0.24498131887611363,0.29128251907552993,0.2282968070085692,0.2417424436111122,0.2139818902965825,Desperados,1
34,0.3455411304495719,0.35110206111307773,0.3963530869772964,0.418247159267953,0.3928013892055918,Peroni Nastro Azzurro,1
35,0.7616139062479557,0.6337801114880793,0.7431062646546918,0.6764402443564871,0.7412274284449829,Edelweiss Weissbier Snowfresh,0
36,0.5001707368845725,0.5670639989044252,0.537224111798493,0.5218149766881469,0.5529614236012389,Heineken Dark Lager,2
37,0.6333284619272469,0.686872510379562,0.642342127844854,0.618870756951312,0.6558500469975929,Kozel Černý (Dark) 10°,0
38,0.6896735205359407,0.7942952999550866,0.7137794702364162,0.6826054402714007,0.7226417254601382,Guinness Original 4.2% (Ireland/UK),0
39,0.5919950110550485,0.5716764811921643,0.6260286144772254,0.664683520638152,0.648625703811545,Jeju Wit Ale,0
40,0.34138637596883525,0.38750665270314344,0.3641279152125481,0.361055633537405,0.3653320662428553,Stephans Bräu Premium Pilsener,1
41,0.3291804883579761,0.4054947664006143,0.35171634409865277,0.31113052192862234,0.35021525584921354,Stephans Bräu Premium Lager,1
42,0.5463972503487212,0.5480863326074238,0.5513489639666349,0.4870205305195645,0.5399366731039565,Stephans Bräu Hefe-Weizen Naturtrüb,2
43,0.45904351114862996,0.477062984724241,0.4709218336791227,0.4623506074162521,0.4954236180809134,Eichbaum Apostel Bräu,2
44,0.4919572856117984,0.46750094388987484,0.5149161981560375,0.48601691501598854,0.4919507358129733,Egger Märzenbier,2
45,0.4304982608724651,0.40748248584375457,0.4678983842902931,0.4448392705926343,0.4585824252698394,Holsten Premium Bier,2
46,0.8204311434876224,0.8035878228916665,0.8356688306449838,0.8086679027148186,0.8495182230122232,Franziskaner Hefe-Weissbier / Weissbier Naturtrub,0
47,0.43969178548984167,0.4058580315888791,0.461571952255684,0.42638317319570584,0.43046265427687136,Egger Grapefruit Radler,2
48,0.3469502388546908,0.3943324277825919,0.39117860783499064,0.3995197295988262,0.393202800659891,Bavaria Pilsener / Premium Beer,1
49,0.3774647088837235,0.4309448984497056,0.39567812898407,0.40871071272772597,0.38821970760028757,Bavaria 8.6 (Original),1
50,0.37709440341392253,0.4146378003080923,0.40483786846612485,0.41033895216314875,0.39307466182762163,Lapin Kulta IV A,1
51,0.4430083860084204,0.5035725312744804,0.5085902150104835,0.5187632356345413,0.5207794983227916,Grolsch Premium Lager,2
52,0.47317246582393746,0.533364594453903,0.4884714461714172,0.5000513819315121,0.4928587237597172,Gambrinus Originál 10° (Desítka),2
53,0.25398598693403307,0.35114981937974077,0.27884987588070914,0.2774392292906692,0.2896179994160053,Castlemaine XXXX Gold Lager,1
54,0.7780561365636389,0.7959053177863423,0.8019023658686242,0.7814508252201368,0.8132582691948916,Leffe Brune / Bruin / Brown,0
55,0.2987130789727308,0.20417017185434427,0.3166329697500418,0.27363468289744275,0.3423769097191769,Löwenbräu Original (4.2%),1
56,0.4948378277932106,0.6287144974562352,0.5231982881107833,0.5008343893031982,0.5482231499184367,Asahi Super Dry Black,2
57,0.3092589952647954,0.30979496256401196,0.33270615517702035,0.3537688292216896,0.3372990700312817,Harbin Beer,1
58,0.3871601752773274,0.40500210340401743,0.447620830978492,0.4478913098987579,0.45237358774722813,Beck's,2
59,0.5397202222348204,0.5110883198042194,0.47330460802895863,0.46495281655962195,0.48172412102289686,Hoegaarden Rosée,2
60,0.6238249381270872,0.5262285464717747,0.5883163511612524,0.565748591133414,0.5749584238801766,Schöfferhofer Grapefruit,2
61,0.7677666740538784,0.5886464695021357,0.7286670420741221,0.6494866192408727,0.6843719154676688,Volfas Engelman Grünberger Hefeweizen,0
62,0.5121697823401368,0.5155127262767499,0.5343838825017317,0.5475007693322195,0.5330313652240916,Berliner Kindl Jubiläums Pilsener Premium,2
63,0.20172831307249361,0.4750081549264339,0.27398444729391386,0.33546901383790395,0.22084961047617369,Red Rock,1
64,0.6802111439093866,0.7662321032354923,0.7121615623662492,0.6945242299676452,0.7329882247480165,Erdinger Weissbier Dunkel,0
65,0.5120008781997866,0.5136998569203174,0.5624545176667657,0.5687658811923174,0.5688890186038243,Warsteiner Premium Verum,2
66,0.41374544478831665,0.44457284980528966,0.419629994337766,0.4411528778141044,0.40543020410902486,"5,0 Original Pils",2
67,0.5946451489955512,0.583694759810785,0.6385522386508158,0.6431763740393345,0.6453003785149891,Gaffel Kölsch,0
68,0.4910661980082013,0.4914225781429241,0.5415657417672792,0.5400327460818954,0.5483186259111079,DAB Original,2
69,0.6351199386028075,0.6738921663763863,0.6661107027801254,0.6603618005446293,0.6750352183933083,Diebels Alt,0
70,0.68308909709683,0.679732699674488,0.699504547273667,0.6738053884909642,0.7111314185809936,Leikeim Original Steinbier,0
71,0.4729661783643101,0.4761846457126294,0.5300124222096858,0.5308303807199773,0.537996146696738,Löwenbräu München Original,2
72,0.7316074340615546,0.6935780837993172,0.7149519241330777,0.7209615415164176,0.7338060147319349,Licher Weizen Hefe Hell,0
73,0.8259277303368937,0.7813514423882556,0.8311456183821015,0.7909829194740933,0.830578125926985,Maisels Weisse Original,0
74,0.5939919432840759,0.5250090133397428,0.6240709773808786,0.5972075497803419,0.6293938426854392,Berliner Kindl Weisse,2
75,0.556605889029749,0.5311527358362716,0.6110727593103087,0.6093002842389478,0.6206313301986887,Bitburger Premium Pils,2
76,0.9524960604010955,0.8754857767842071,0.9708212030914243,0.9555014645788752,0.9723192908524111,Schneider Weisse Aventinus,0
77,0.6678842797670393,0.6621735303384143,0.6529485295115725,0.6459661015426611,0.6509759614905989,Schmucker Rosé Bock,0
78,0.8160213868266919,0.7997963395763618,0.8563643499873181,0.8420840838880267,0.8731752758620951,Spaten Optimator,0
79,0.7172859513890653,0.663804499624962,0.6825546185350655,0.6354500723837794,0.6741790301811083,Arcobräu Weissbier Hell,0
80,0.7279318720597614,0.6167581613020278,0.7421771413003755,0.6934332758474296,0.7408343782404109,Augustiner Heller Bock,0
81,0.6885067377945255,0.6674471621933896,0.7165061263174495,0.7117587719299624,0.7251807524683175,Einbecker Mai-Ur-Bock,0
82,0.6238900265516156,0.59380000325869,0.6835287995883133,0.6713545119313552,0.6790238698727249,Jever Pilsener,0
